FIRST,LAST,ID,BATS,TEAM,YEAR,AGE,AgeDiff,Tm,Lg,Lev,Aff,G,PA,AB,R,H,_2B,_3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,BB_Percent,K_percent,BB_K,HR_Percent,IOS
Luis,Tejada,tejada002lui,Right,,2015,22,0.6,Fort Wayne,MIDW,A,SDP,70,276,259,34,76,12,1,4,37,8,3,13,44,.293,.337,.394,.731,102,7,4,0,0,0,4.710,15.942,29.545,1.449,0.101
Luis,Tejada,tejada002lui,Right,,2016,23,,,,AA-A+-A,SDP,125,469,414,56,105,26,5,11,63,8,4,43,76,.254,.332,.420,.752,174,9,7,2,3,2,9.168,16.205,56.579,2.345,0.166
Luis,Tejada,tejada002lui,Right,,2016,23,-0.8,San Antonio,TL,AA,SDP,63,222,195,26,50,13,3,4,25,4,2,22,41,.256,.336,.415,.752,81,7,2,2,1,1,9.910,18.468,53.659,1.802,0.159
Nadir,Ljatifi,ljatif000nad,Right,Cincinnati Reds,2017,19,-1.8,Billings,PION,Rk,CIN,28,79,69,9,17,3,1,2,12,1,0,7,18,.246,.316,.406,.722,28,1,1,0,2,0,8.861,22.785,38.889,2.532,0.160
Nadir,Ljatifi,ljatif000nad,Right,Cincinnati Reds,2018,20,-0.5,Billings,PION,Rk,CIN,21,68,60,12,11,4,0,0,6,1,1,7,9,.183,.279,.250,.529,15,0,1,0,0,0,10.294,13.235,77.778,0.000,0.067
Luis,Tejada,tejada002lui,Right,,2016,23,0.5,Lake Elsinore,CALL,A+,SDP,46,180,157,21,35,5,1,6,20,3,2,16,23,.223,.311,.382,.693,60,2,5,0,2,0,8.889,12.778,69.565,3.333,0.159
Luis,Tejada,tejada002lui,Right,,2016,23,1.4,Fort Wayne,MIDW,A,SDP,16,67,62,9,20,8,1,1,18,1,0,5,12,.323,.373,.532,.905,33,0,0,0,0,1,7.463,17.910,41.667,1.493,0.209
Luis,Tejada,tejada002lui,Right,,2016-17,23,-3.4,Gigantes,DOWL,FgW,,4,13,12,1,1,0,0,0,0,0,0,1,1,.083,.154,.083,.237,1,0,0,0,0,0,7.692,7.692,100.000,0.000,0.000
Luis,Tejada,tejada002lui,Right,,2017,24,-0.1,Mobile,SOUL,AA,LAA,48,187,171,16,34,3,1,3,15,2,3,14,38,.199,.263,.281,.544,48,5,1,1,0,0,7.487,20.321,36.842,1.604,0.082
Dylan,Harris,harris000dyl,Right,Cincinnati Reds,2018,23,2.5,Billings,PION,Rk,CIN,61,247,223,38,70,20,2,1,43,7,5,12,29,.314,.361,.435,.796,97,5,6,3,3,0,4.858,11.741,41.379,0.405,0.121
Joe,Gillette,gillet000joe,Right,Arizona Diamondbacks,2018,22,2.6,Diamondbacks,ARIZ,Rk,ARI,47,185,158,18,32,7,3,3,28,3,0,26,63,.203,.319,.342,.661,54,2,1,0,0,1,14.054,34.054,41.270,1.622,0.139
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2013,17,-1.4,Reds,DOSL,FRk,CIN,63,265,238,40,72,10,9,5,30,17,10,18,57,.303,.363,.483,.846,115,2,5,3,1,0,6.792,21.509,31.579,1.887,0.180
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2014,18,-1.6,Reds,ARIZ,Rk,CIN,46,172,157,31,39,6,4,2,11,12,2,12,35,.248,.310,.376,.686,59,1,2,1,0,0,6.977,20.349,34.286,1.163,0.128
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2015,19,,,,Rk,CIN,46,181,176,35,43,7,9,3,19,11,2,4,65,.244,.261,.438,.699,77,3,0,1,0,0,2.210,35.912,6.154,1.657,0.194
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2015,19,-0.9,Reds,ARIZ,Rk,CIN,43,175,171,34,42,7,9,3,19,9,2,3,64,.246,.259,.444,.703,76,2,0,1,0,0,1.714,36.571,4.688,1.714,0.198
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2015,19,-1.9,Billings,PION,Rk,CIN,3,6,5,1,1,0,0,0,0,2,0,1,1,.200,.333,.200,.533,1,1,0,0,0,0,16.667,16.667,100.000,0.000,0.000
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2016,20,,,,Rk-A,CIN,86,342,324,57,89,15,8,10,38,20,6,10,100,.275,.301,.463,.764,150,6,3,3,2,0,2.924,29.240,10.000,2.924,0.188
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2016,20,-1.6,Dayton,MIDW,A,CIN,27,87,83,5,12,3,0,0,3,3,2,2,34,.145,.163,.181,.344,15,2,0,1,1,0,2.299,39.080,5.882,0.000,0.036
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2016,20,-0.6,Billings,PION,Rk,CIN,59,255,241,52,77,12,8,10,35,17,4,8,66,.320,.348,.560,.908,135,4,3,2,1,0,3.137,25.882,12.121,3.922,0.240
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2017,21,-0.3,Dayton,MIDW,A,CIN,126,552,498,92,146,24,11,24,76,46,12,33,130,.293,.341,.530,.871,264,5,6,9,6,2,5.978,23.551,25.385,4.348,0.237
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2017-18,21,-5.4,Gigantes,DOWL,FgW,,29,84,78,16,25,6,1,2,13,11,3,3,25,.321,.349,.500,.849,39,0,1,1,1,0,3.571,29.762,12.000,2.381,0.179
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2018,22,,,,AA-A+,CIN,96,409,372,57,89,17,11,13,43,23,6,28,123,.239,.294,.449,.743,167,6,3,1,5,0,6.846,30.073,22.764,3.178,0.210
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2018,22,-1.9,Pensacola,SOUL,AA,CIN,66,283,253,42,58,8,9,12,34,14,5,24,91,.229,.300,.474,.775,120,4,3,0,3,0,8.481,32.155,26.374,4.240,0.245
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2018,22,-0.4,Daytona,FLOR,A+,CIN,30,126,119,15,31,9,2,1,9,9,1,4,32,.261,.280,.395,.675,47,2,0,1,2,0,3.175,25.397,12.500,0.794,0.134
Jose,Siri,siri--000jos,Right,Cincinnati Reds,2018-19,22,-4.4,Gigantes,DOWL,FgW,,30,112,100,19,26,5,1,3,8,10,3,8,29,.260,.330,.420,.750,42,1,3,0,1,0,7.143,25.893,27.586,2.679,0.160
Jay,Schuyler,schuyl000jay,Right,Cincinnati Reds,2018,21,0.5,Billings,PION,Rk,CIN,58,230,191,38,52,6,0,1,23,5,4,28,31,.272,.367,.319,.686,61,8,4,1,6,1,12.174,13.478,90.323,0.435,0.047
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2017,22,,,,A--Rk,ARI,44,187,164,27,42,11,2,0,31,3,3,13,26,.256,.317,.348,.665,57,3,4,1,5,0,6.952,13.904,50.000,0.000,0.092
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2017,22,1.2,Hillsboro,NORW,A-,ARI,38,164,142,21,37,8,2,0,27,3,3,12,24,.261,.325,.345,.670,49,1,4,1,5,0,7.317,14.634,50.000,0.000,0.084
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2017,22,1.2,Missoula,PION,Rk,ARI,6,23,22,6,5,3,0,0,4,0,0,1,2,.227,.261,.364,.625,8,2,0,0,0,0,4.348,8.696,50.000,0.000,0.137
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2018,23,,,,A-A+-AA,ARI,90,375,334,58,96,22,6,8,54,6,6,28,64,.287,.347,.461,.808,154,4,6,0,7,0,7.467,17.067,43.750,2.133,0.174
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2018,23,-0.9,Jackson,SOUL,AA,ARI,1,4,3,2,1,0,0,0,1,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,25.000,25.000,100.000,0.000,0.000
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2018,23,0.7,Visalia,CALL,A+,ARI,9,36,34,5,5,0,0,1,4,3,1,2,9,.147,.194,.235,.430,8,0,0,0,0,0,5.556,25.000,22.222,2.778,0.088
Ryan,Grotjohn,grotjo000rya,Left,Arizona Diamondbacks,2018,23,1.7,Kane County,MIDW,A,ARI,80,335,297,51,90,22,6,7,49,3,5,25,54,.303,.361,.488,.849,145,4,6,0,7,0,7.463,16.119,46.296,2.090,0.185
Keshawn,Lynch,lynch-000kes,Right,Arizona Diamondbacks,2017,20,-0.8,Missoula,PION,Rk,ARI,50,234,203,33,61,9,2,3,31,6,5,27,54,.300,.382,.409,.791,83,8,1,1,2,0,11.538,23.077,50.000,1.282,0.109
Keshawn,Lynch,lynch-000kes,Right,Arizona Diamondbacks,2018,21,0.0,Hillsboro,NORW,A-,ARI,61,239,210,27,45,10,2,1,14,9,4,22,45,.214,.297,.295,.592,62,2,4,0,3,1,9.205,18.828,48.889,0.418,0.081
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2016,20,,,,A--Rk,ARI,24,94,89,10,21,3,0,2,8,9,2,3,26,.236,.277,.337,.614,30,3,2,0,0,0,3.191,27.660,11.538,2.128,0.101
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2016,20,-1.0,Hillsboro,NORW,A-,ARI,20,79,75,8,18,2,0,1,6,9,2,3,21,.240,.278,.307,.585,23,3,1,0,0,0,3.797,26.582,14.286,1.266,0.067
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2016,20,-0.6,Missoula,PION,Rk,ARI,4,15,14,2,3,1,0,1,2,0,0,0,5,.214,.267,.500,.767,7,0,1,0,0,0,0.000,33.333,0.000,6.667,0.286
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2017,21,-0.3,Kane County,MIDW,A,ARI,123,547,475,69,119,20,3,4,36,30,11,58,114,.251,.340,.331,.671,157,9,8,3,3,0,10.603,20.841,50.877,0.731,0.080
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2018,22,,,,A+-Rk,ARI,43,168,153,21,36,9,2,3,13,8,1,11,52,.235,.304,.379,.683,58,2,4,0,0,0,6.548,30.952,21.154,1.786,0.144
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2018,22,-0.3,Visalia,CALL,A+,ARI,34,136,125,14,26,5,1,3,8,6,1,8,46,.208,.272,.336,.608,42,2,3,0,0,0,5.882,33.824,17.391,2.206,0.128
Anfernee,Grier,grier-000anf,Right,Arizona Diamondbacks,2018,22,2.6,Diamondbacks,ARIZ,Rk,ARI,9,32,28,7,10,4,1,0,5,2,0,3,6,.357,.438,.571,1.009,16,0,1,0,0,0,9.375,18.750,50.000,0.000,0.214
Nate,Scantlin,scantl000nat,Left,Cincinnati Reds,2017,18,-1.8,Reds,ARIZ,Rk,CIN,17,52,47,3,8,0,0,0,2,1,2,2,18,.170,.250,.170,.420,8,1,3,0,0,0,3.846,34.615,11.111,0.000,0.000
Nate,Scantlin,scantl000nat,Left,Cincinnati Reds,2018,19,,,,Rk-A,CIN,51,174,147,26,34,6,2,0,14,3,2,23,39,.231,.341,.299,.640,44,0,2,0,1,0,13.218,22.414,58.974,0.000,0.068
Nate,Scantlin,scantl000nat,Left,Cincinnati Reds,2018,19,-2.3,Dayton,MIDW,A,CIN,3,11,10,1,1,0,0,0,0,0,0,0,4,.100,.182,.100,.282,1,0,1,0,0,0,0.000,36.364,0.000,0.000,0.000
Nate,Scantlin,scantl000nat,Left,Cincinnati Reds,2018,19,-1.3,Greeneville,APPY,Rk,CIN,48,163,137,25,33,6,2,0,14,3,2,23,35,.241,.352,.314,.666,43,0,1,0,1,0,14.110,21.472,65.714,0.000,0.073
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2015,20,0.1,Diamondbacks,ARIZ,Rk,ARI,28,93,79,14,21,2,4,1,12,5,3,7,27,.266,.333,.430,.764,34,2,2,3,2,0,7.527,29.032,25.926,1.075,0.164
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2016,21,,,,Rk-A-,ARI,29,116,107,20,26,6,1,6,21,4,1,6,25,.243,.302,.486,.788,52,0,3,0,0,0,5.172,21.552,24.000,5.172,0.243
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2016,21,0.0,Hillsboro,NORW,A-,ARI,7,32,27,2,5,1,0,0,7,2,0,4,6,.185,.313,.222,.535,6,0,1,0,0,0,12.500,18.750,66.667,0.000,0.037
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2016,21,0.4,Missoula,PION,Rk,ARI,22,84,80,18,21,5,1,6,14,2,1,2,19,.263,.298,.575,.873,46,0,2,0,0,0,2.381,22.619,10.526,7.143,0.312
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2017,22,0.7,Kane County,MIDW,A,ARI,101,418,385,62,104,22,6,5,37,10,5,26,83,.270,.323,.397,.720,153,6,5,0,2,0,6.220,19.856,31.325,1.196,0.127
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2018,23,,,,A-A+,ARI,91,345,328,40,79,24,6,5,38,5,4,14,103,.241,.275,.396,.672,130,5,2,0,1,0,4.058,29.855,13.592,1.449,0.155
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2018,23,0.7,Visalia,CALL,A+,ARI,48,167,159,19,32,11,2,2,13,2,2,7,49,.201,.240,.333,.573,53,3,1,0,0,0,4.192,29.341,14.286,1.198,0.132
Luis,Silverio,silver003lui,Right,Arizona Diamondbacks,2018,23,1.7,Kane County,MIDW,A,ARI,43,178,169,21,47,13,4,3,25,3,2,7,54,.278,.309,.456,.765,77,2,1,0,1,0,3.933,30.337,12.963,1.685,0.178
Isaias,Silverio,silver000isa,Right,Cincinnati Reds,2017,17,,,,FRk,CIN,59,238,202,39,53,18,1,5,40,4,1,25,52,.262,.366,.436,.801,88,4,9,0,2,1,10.504,21.849,48.077,2.101,0.174
Isaias,Silverio,silver000isa,Right,Cincinnati Reds,2017,17,-1.1,Rojos,DOSL,FRk,CIN,38,161,132,28,31,10,1,3,30,2,1,20,37,.235,.360,.394,.754,52,2,7,0,2,1,12.422,22.981,54.054,1.863,0.159
Isaias,Silverio,silver000isa,Right,Cincinnati Reds,2017,17,-1.1,Reds,DOSL,FRk,CIN,21,77,70,11,22,8,0,2,10,2,0,5,15,.314,.377,.514,.891,36,2,2,0,0,0,6.494,19.481,33.333,2.597,0.200
Isaias,Silverio,silver000isa,Right,Cincinnati Reds,2018,18,-1.4,Reds,ARIZ,Rk,CIN,27,86,79,5,13,7,0,1,11,1,0,3,34,.165,.209,.291,.500,23,2,2,0,2,0,3.488,39.535,8.824,1.163,0.126
Luis,Tejada,tejada003lui,Right,Cincinnati Reds,2018,18,0.3,Reds,DOSL,FRk,CIN,41,175,149,29,42,8,1,2,16,6,2,16,41,.282,.389,.389,.778,58,4,10,0,0,0,9.143,23.429,39.024,1.143,0.107
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2016,20,,,,A--Rk,ARI,54,217,167,34,58,12,1,3,33,2,6,29,38,.347,.491,.485,.976,81,2,19,1,1,0,13.364,17.512,76.316,1.382,0.138
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2016,20,-1.0,Hillsboro,NORW,A-,ARI,41,166,131,25,45,8,1,2,25,2,3,21,30,.344,.473,.466,.938,61,2,12,1,1,0,12.651,18.072,70.000,1.205,0.122
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2016,20,0.2,Diamondbacks,ARIZ,Rk,ARI,13,51,36,9,13,4,0,1,8,0,3,8,8,.361,.549,.556,1.105,20,0,7,0,0,0,15.686,15.686,100.000,1.961,0.195
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2017,21,,,,A-A+,ARI,85,346,298,50,86,17,2,6,36,2,0,31,80,.289,.379,.419,.798,125,3,14,0,3,0,8.960,23.121,38.750,1.734,0.130
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2017,21,-1.7,Visalia,CALL,A+,ARI,28,110,96,15,24,4,1,4,15,1,0,10,26,.250,.336,.438,.774,42,1,3,0,1,0,9.091,23.636,38.462,3.636,0.188
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2017,21,-0.3,Kane County,MIDW,A,ARI,57,236,202,35,62,13,1,2,21,1,0,21,54,.307,.398,.411,.809,83,2,11,0,2,0,8.898,22.881,38.889,0.847,0.104
Mark,Karaviotis,karavi000mar,Right,Arizona Diamondbacks,2018,22,-0.3,Visalia,CALL,A+,ARI,91,384,319,59,91,18,3,4,38,6,2,52,84,.285,.393,.398,.791,127,6,8,0,5,0,13.542,21.875,61.905,1.042,0.113
Claudio,Finol,finol-000cla,Right,Cincinnati Reds,2017,17,-1.1,Reds,DOSL,FRk,CIN,58,232,200,35,60,10,4,1,21,6,4,23,19,.300,.380,.405,.785,81,6,4,3,2,1,9.914,8.190,121.053,0.431,0.105
Claudio,Finol,finol-000cla,Right,Cincinnati Reds,2018,18,-2.3,Greeneville,APPY,Rk,CIN,49,192,177,26,52,7,0,0,16,1,1,9,32,.294,.330,.333,.663,59,8,2,1,3,0,4.688,16.667,28.125,0.000,0.039
Axel,Andueza,anduez000axe,Right,Arizona Diamondbacks,2017,18,-0.1,Diamondbacks 2,DOSL,FRk,ARI,39,147,132,20,35,1,1,0,7,2,2,12,19,.265,.336,.288,.623,38,8,2,1,0,0,8.163,12.925,63.158,0.000,0.023
Axel,Andueza,anduez000axe,Right,Arizona Diamondbacks,2018,19,,,,Rk-FRk,ARI,62,260,235,41,82,17,3,0,36,6,0,18,22,.349,.402,.447,.848,105,4,4,0,2,0,6.923,8.462,81.818,0.000,0.098
Axel,Andueza,anduez000axe,Right,Arizona Diamondbacks,2018,19,-0.4,Diamondbacks,ARIZ,Rk,ARI,20,80,73,15,21,4,0,0,11,1,0,5,7,.288,.329,.342,.672,25,2,0,0,1,0,6.250,8.750,71.429,0.000,0.054
Axel,Andueza,anduez000axe,Right,Arizona Diamondbacks,2018,19,1.3,Diamondbacks 2,DOSL,FRk,ARI,30,126,113,15,38,8,1,0,18,1,0,9,10,.336,.397,.425,.822,48,1,3,0,1,0,7.143,7.937,90.000,0.000,0.089
Axel,Andueza,anduez000axe,Right,Arizona Diamondbacks,2018,19,1.3,Diamondbacks 1,DOSL,FRk,ARI,12,54,49,11,23,5,2,0,7,4,0,4,5,.469,.519,.653,1.172,32,1,1,0,0,0,7.407,9.259,80.000,0.000,0.184
Kevin,Watson,watson002kev,Left,Arizona Diamondbacks,2017,18,-1.8,Diamondbacks,ARIZ,Rk,ARI,9,25,23,0,4,1,0,0,0,2,0,2,7,.174,.240,.217,.457,5,1,0,0,0,0,8.000,28.000,28.571,0.000,0.043
Kevin,Watson,watson002kev,Left,Arizona Diamondbacks,2018,19,,,,Rk-A-,ARI,50,191,161,24,39,7,4,2,25,8,3,24,57,.242,.353,.373,.725,60,1,4,1,1,1,12.565,29.843,42.105,1.047,0.131
Kevin,Watson,watson002kev,Left,Arizona Diamondbacks,2018,19,-2.0,Hillsboro,NORW,A-,ARI,3,6,5,1,1,0,1,0,0,1,0,1,4,.200,.333,.600,.933,3,0,0,0,0,0,16.667,66.667,25.000,0.000,0.400
Kevin,Watson,watson002kev,Left,Arizona Diamondbacks,2018,19,-0.4,Diamondbacks,ARIZ,Rk,ARI,47,185,156,23,38,7,3,2,25,7,3,23,53,.244,.353,.365,.719,57,1,4,1,1,1,12.432,28.649,43.396,1.081,0.121
Ryan,January,januar000rya,Left,Arizona Diamondbacks,2016,19,-1.6,Missoula,PION,Rk,ARI,51,213,183,34,50,6,0,10,26,0,1,26,63,.273,.376,.470,.846,86,3,4,0,0,0,12.207,29.577,41.270,4.695,0.197
Ryan,January,januar000rya,Left,Arizona Diamondbacks,2018,21,0.0,Hillsboro,NORW,A-,ARI,43,165,137,24,25,6,4,0,6,4,2,23,61,.182,.321,.285,.606,39,2,5,0,0,1,13.939,36.970,37.705,0.000,0.103
David,Garza,garza-000dav,Right,Arizona Diamondbacks,2018,23,,,,Rk-A-,ARI,41,164,137,35,42,12,3,3,29,4,0,16,18,.307,.409,.504,.912,69,1,9,0,2,0,9.756,10.976,88.889,1.829,0.197
David,Garza,garza-000dav,Right,Arizona Diamondbacks,2018,23,2.0,Hillsboro,NORW,A-,ARI,3,10,10,4,3,1,0,1,3,0,0,0,1,.300,.300,.700,1.000,7,0,0,0,0,0,0.000,10.000,0.000,10.000,0.400
David,Garza,garza-000dav,Right,Arizona Diamondbacks,2018,23,3.6,Diamondbacks,ARIZ,Rk,ARI,38,154,127,31,39,11,3,2,26,4,0,16,17,.307,.416,.488,.904,62,1,9,0,2,0,10.390,11.039,94.118,1.299,0.181
Rafael,Jimenez,jimene003raf,Left,Arizona Diamondbacks,2017,17,-1.1,Diamondbacks 2,DOSL,FRk,ARI,56,230,207,17,39,8,0,3,20,0,0,20,72,.188,.270,.271,.540,56,0,3,0,0,1,8.696,31.304,27.778,1.304,0.083
Rafael,Jimenez,jimene003raf,Left,Arizona Diamondbacks,2018,18,0.3,Diamondbacks 2,DOSL,FRk,ARI,61,255,233,30,57,7,2,7,33,1,0,20,78,.245,.306,.382,.688,89,2,1,0,1,1,7.843,30.588,25.641,2.745,0.137
Mitch,Nay,nay---001mit,Right,,2013,19,-1.5,Bluefield,APPY,Rk,TOR,64,258,230,41,69,11,0,6,42,0,1,25,35,.300,.364,.426,.790,98,7,0,0,3,0,9.690,13.566,71.429,2.326,0.126
Mitch,Nay,nay---001mit,Right,,2014,20,,,,A-A+,TOR,131,558,510,59,142,35,3,3,60,6,2,42,88,.278,.335,.376,.712,192,12,3,0,3,0,7.527,15.771,47.727,0.538,0.098
Mitch,Nay,nay---001mit,Right,,2014,20,-2.7,Dunedin,FLOR,A+,TOR,11,40,37,2,7,1,0,0,1,0,0,3,9,.189,.250,.216,.466,8,1,0,0,0,0,7.500,22.500,33.333,0.000,0.027
Mitch,Nay,nay---001mit,Right,,2014,20,-1.5,Lansing,MIDW,A,TOR,120,518,473,57,135,34,3,3,59,6,2,39,79,.285,.342,.389,.731,184,11,3,0,3,0,7.529,15.251,49.367,0.579,0.104
Mitch,Nay,nay---001mit,Right,,2015,21,-1.7,Dunedin,FLOR,A+,TOR,109,437,391,32,95,18,5,5,42,0,1,32,75,.243,.303,.353,.656,138,18,5,1,8,0,7.323,17.162,42.667,1.144,0.110
Mitch,Nay,nay---001mit,Right,,2016,22,2.4,Blue Jays,GULF,Rk,TOR,8,23,22,1,2,0,0,0,0,0,0,0,9,.091,.130,.091,.221,2,0,1,0,0,0,0.000,39.130,0.000,0.000,0.000
Mitch,Nay,nay---001mit,Right,,2017,23,1.7,Lansing,MIDW,A,TOR,61,275,252,26,56,9,2,10,40,0,0,15,57,.222,.265,.393,.658,99,7,2,0,6,0,5.455,20.727,26.316,3.636,0.171
Mitch,Nay,nay---001mit,Right,,2018,24,,,,A+-AA,CIN,132,540,472,64,126,28,2,11,70,3,1,56,100,.267,.352,.405,.757,191,17,8,0,4,2,10.370,18.519,56.000,2.037,0.138
Mitch,Nay,nay---001mit,Right,,2018,24,0.1,Pensacola,SOUL,AA,CIN,63,259,221,36,58,10,0,6,26,2,0,31,43,.262,.363,.389,.752,86,8,5,0,2,0,11.969,16.602,72.093,2.317,0.127
Mitch,Nay,nay---001mit,Right,,2018,24,1.6,Daytona,FLOR,A+,CIN,69,281,251,28,68,18,2,5,44,1,1,25,57,.271,.342,.418,.760,105,9,3,0,2,2,8.897,20.285,43.860,1.779,0.147
Manuel,Garcia,garcia019man,Right,Arizona Diamondbacks,2018,18,,,,FRk,ARI,39,140,121,10,29,3,0,0,9,2,5,14,23,.240,.343,.264,.607,32,3,5,0,0,0,10.000,16.429,60.870,0.000,0.024
Manuel,Garcia,garcia019man,Right,Arizona Diamondbacks,2018,18,0.3,Diamondbacks 2,DOSL,FRk,ARI,28,99,87,4,19,0,0,0,6,1,5,10,14,.218,.313,.218,.532,19,2,2,0,0,0,10.101,14.141,71.429,0.000,0.000
Manuel,Garcia,garcia019man,Right,Arizona Diamondbacks,2018,18,0.3,Diamondbacks 1,DOSL,FRk,ARI,11,41,34,6,10,3,0,0,3,1,0,4,9,.294,.415,.382,.797,13,1,3,0,0,0,9.756,21.951,44.444,0.000,0.088
Manuel,Garcia,garcia019man,Right,Arizona Diamondbacks,2018,18,0.3,Diamondbacks 2,DOSL,FRk,ARI,24,91,80,4,18,0,0,0,6,0,5,9,12,.225,.319,.225,.544,18,2,2,0,0,0,9.890,13.187,75.000,0.000,0.000
Jose,Garcia,garcia043jos,Right,,2017,21,1.2,White Sox,ARIZ,Rk,CHW,13,54,42,9,18,3,5,0,6,2,3,7,11,.429,.528,.738,1.266,31,0,3,1,1,0,12.963,20.370,63.636,0.000,0.309
Jose,Garcia,reyes-021jos,Right,,2015,23,-6.0,Somerset,ATLL,Ind,,33,100,88,7,14,0,1,0,6,5,0,6,24,.159,.221,.182,.403,16,,1,5,0,0,6.000,24.000,25.000,0.000,0.023
Jose,Garcia,reyes-021jos,Right,,2017,25,-3.8,Lancaster,ATLL,Ind,,8,16,14,2,2,0,0,0,0,0,0,1,5,.143,.200,.143,.343,2,,0,1,0,0,6.250,31.250,20.000,0.000,0.000
Bren,Spillane,spilla000bre,Right,Cincinnati Reds,2018,21,0.5,Billings,PION,Rk,CIN,48,184,148,28,35,9,3,5,22,2,2,30,76,.236,.375,.439,.814,65,2,4,0,2,1,16.304,41.304,39.474,2.717,0.203
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2014,21,0.4,Billings,PION,Rk,CIN,55,240,198,41,46,7,7,10,30,14,1,31,84,.232,.350,.490,.840,97,0,7,0,4,0,12.917,35.000,36.905,4.167,0.258
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2015,22,-0.7,Daytona,FLOR,A+,CIN,125,493,446,68,110,22,4,13,54,14,4,30,162,.247,.302,.401,.703,179,7,8,3,6,0,6.085,32.860,18.519,2.637,0.154
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2016,23,,,,A+-AA,CIN,129,512,469,49,94,18,2,14,62,8,4,28,141,.200,.256,.337,.593,158,8,9,1,5,1,5.469,27.539,19.858,2.734,0.137
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2016,23,-1.0,Pensacola,SOUL,AA,CIN,64,247,224,23,40,4,1,8,28,2,0,17,84,.179,.247,.313,.559,70,1,4,0,2,1,6.883,34.008,20.238,3.239,0.134
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2016,23,0.2,Daytona,FLOR,A+,CIN,65,265,245,26,54,14,1,6,34,6,4,11,57,.220,.265,.359,.624,88,7,5,1,3,0,4.151,21.509,19.298,2.264,0.139
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2017,24,,,,A-AA-Rk,CIN,57,238,206,26,41,9,1,10,29,0,0,24,73,.199,.307,.398,.705,82,3,8,0,0,0,10.084,30.672,32.877,4.202,0.199
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2017,24,-0.1,Pensacola,SOUL,AA,CIN,18,73,62,8,8,2,0,2,4,0,0,9,21,.129,.260,.258,.518,16,0,2,0,0,0,12.329,28.767,42.857,2.740,0.129
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2017,24,2.7,Dayton,MIDW,A,CIN,33,141,124,16,28,5,1,7,22,0,0,12,47,.226,.319,.452,.771,56,2,5,0,0,0,8.511,33.333,25.532,4.965,0.226
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2017,24,4.2,Reds,ARIZ,Rk,CIN,6,24,20,2,5,2,0,1,3,0,0,3,5,.250,.375,.500,.875,10,1,1,0,0,0,12.500,20.833,60.000,4.167,0.250
