FIRST,LAST,ID,BATS,TEAM,YEAR,AGE,AgeDiff,Tm,Lg,Lev,Aff,G,PA,AB,R,H,_2B,_3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,BB_Percent,K_percent,BB_K,HR_Percent,IOS
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2017,24,1.5,Scottsdale,AZFL,Fal,,19,82,73,11,20,1,1,4,15,3,0,4,33,.274,.341,.479,.821,35,0,4,0,1,0,4.878,40.244,12.121,4.878,0.205
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2018,25,,,,AA-AAA,CIN,126,453,407,53,84,20,5,14,47,5,2,35,182,.206,.279,.383,.663,156,6,7,2,2,1,7.726,40.177,19.231,3.091,0.177
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2018,25,-1.5,Louisville,IL,AAA,CIN,36,134,126,10,15,4,1,4,9,1,0,7,66,.119,.172,.262,.434,33,4,1,0,0,0,5.224,49.254,10.606,2.985,0.143
Taylor,Sparks,sparks000tay,Right,Cincinnati Reds,2018,25,1.1,Pensacola,SOUL,AA,CIN,90,319,281,43,69,16,4,10,38,4,2,28,116,.246,.325,.438,.763,123,2,6,2,2,1,8.777,36.364,24.138,3.135,0.192
Jose,Garcia,garcia035jos,Left,,2012,17,-1.5,Mets 1,DOSL,FRk,NYM,58,239,199,23,43,6,3,0,26,9,4,28,29,.216,.322,.276,.598,55,7,5,3,4,0,11.715,12.134,96.552,0.000,0.060
Jose,Garcia,garcia035jos,Left,,2013,18,-1.6,Mets,GULF,Rk,NYM,39,133,118,11,27,1,0,0,12,1,0,12,23,.229,.311,.237,.548,28,7,2,1,0,0,9.023,17.293,52.174,0.000,0.008
Jose,Garcia,garcia035jos,Left,,2014,19,-1.3,Kingsport,APPY,Rk,NYM,30,114,107,7,23,3,0,0,13,0,2,5,30,.215,.246,.243,.489,26,2,0,0,2,0,4.386,26.316,16.667,0.000,0.028
Jose,Garcia,garcia035jos,Left,,2015,20,-1.1,Brooklyn,NYPL,A-,NYM,35,114,105,9,30,6,0,0,13,0,1,7,23,.286,.342,.343,.685,36,2,2,0,0,1,6.140,20.175,30.435,0.000,0.057
Jose,Garcia,garcia035jos,Left,,2016,21,-0.5,Columbia,SALL,A,NYM,22,78,70,7,14,2,0,0,3,0,1,8,27,.200,.282,.229,.511,16,2,0,0,0,0,10.256,34.615,29.630,0.000,0.029
Jose,Garcia,garcia035jos,Left,,2017,22,-0.8,St. Lucie,FLOR,A+,NYM,40,131,114,8,31,3,0,1,10,0,0,10,42,.272,.351,.325,.676,37,1,5,0,2,0,7.634,32.061,23.810,0.763,0.053
Jose,Garcia,garcia035jos,Left,,2018,23,,,,AA-A+,NYM,12,36,32,0,7,0,0,0,1,1,0,4,12,.219,.306,.219,.524,7,1,0,0,0,0,11.111,33.333,33.333,0.000,0.000
Jose,Garcia,garcia035jos,Left,,2018,23,-1.2,Binghamton,EL,AA,NYM,8,21,18,0,6,0,0,0,0,0,0,3,5,.333,.429,.333,.762,6,1,0,0,0,0,14.286,23.810,60.000,0.000,0.000
Jose,Garcia,garcia035jos,Left,,2018,23,0.6,St. Lucie,FLOR,A+,NYM,4,15,14,0,1,0,0,0,1,1,0,1,7,.071,.133,.071,.205,1,0,0,0,0,0,6.667,46.667,14.286,0.000,0.000
Jose,Garcia,garcia035jos,Left,,2018-19,23,-4.3,Aragua,VEWL,FgW,,6,23,21,1,5,1,0,0,0,0,0,1,4,.238,.304,.286,.590,6,0,1,0,0,0,4.348,17.391,25.000,0.000,0.048
Jose,Garcia,garcia046jos,Unknown,,2016,--,,Pittsburg,PACA,Ind,,17,72,64,14,19,0,0,0,4,7,4,8,13,.297,.375,.297,.672,19,,0,0,0,0,11.111,18.056,61.538,0.000,0.000
Jose,Garcia,garcia046jos,Unknown,,2017,--,,Pittsburg,PACA,Ind,,71,317,289,48,76,7,0,5,30,24,3,19,42,.263,.310,.339,.649,98,,2,4,3,0,5.994,13.249,45.238,1.577,0.076
Jose,Garcia,garcia046jos,Unknown,,2018,--,,Pittsburg,PACA,Ind,,59,215,183,34,36,9,0,1,11,15,2,26,44,.197,.312,.262,.574,48,,5,0,1,2,12.093,20.465,59.091,0.465,0.065
Jose,Garcia,garcia047jos,Right,Cincinnati Reds,2016-17,18,-10.5,Industriales,CNS,Fgn,,17,41,36,7,11,2,0,0,1,3,0,3,8,.306,.359,.361,.720,13,0,0,2,0,0,7.317,19.512,37.500,0.000,0.055
Jose,Garcia,garcia047jos,Right,Cincinnati Reds,2018,20,-1.3,Dayton,MIDW,A,CIN,125,517,482,61,118,22,4,6,53,13,9,19,112,.245,.290,.344,.634,166,11,12,3,1,0,3.675,21.663,16.964,1.161,0.099
Cesar,Garcia,garcia001ces,Right,Arizona Diamondbacks,2018,20,-0.5,Missoula,PION,Rk,ARI,46,187,159,28,39,11,3,2,23,12,4,20,33,.245,.346,.390,.736,62,1,5,0,1,0,10.695,17.647,60.606,1.070,0.145
Andy,Garcia,garcia013and,Right,,2016,17,,,,FRk,ARI,31,103,83,10,10,2,0,1,8,1,1,14,25,.120,.270,.181,.451,15,3,3,3,0,0,13.592,24.272,56.000,0.971,0.061
Andy,Garcia,garcia013and,Right,,2016,17,-1.2,Diamondbacks 2,DOSL,FRk,ARI,11,36,32,6,5,1,0,1,4,0,0,3,7,.156,.229,.281,.510,9,0,0,1,0,0,8.333,19.444,42.857,2.778,0.125
Andy,Garcia,garcia013and,Right,,2016,17,-1.2,Diamondbacks 1,DOSL,FRk,ARI,20,67,51,4,5,1,0,0,4,1,1,11,18,.098,.292,.118,.410,6,3,3,2,0,0,16.418,26.866,61.111,0.000,0.020
Andy,Garcia,garcia013and,Right,,2017,18,-0.1,Diamondbacks 1,DOSL,FRk,ARI,25,88,75,10,13,0,0,1,5,3,0,11,20,.173,.295,.213,.509,16,1,2,0,0,0,12.500,22.727,55.000,1.136,0.040
Andy,Garcia,garcia013and,Right,,2018,19,1.3,Diamondbacks 2,DOSL,FRk,ARI,32,126,102,17,19,2,1,0,4,2,2,16,38,.186,.328,.225,.553,23,0,6,1,1,0,12.698,30.159,42.105,0.000,0.039
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2013,21,,,,A--Rk,NYY,55,229,193,22,51,16,1,6,27,0,0,27,56,.264,.376,.451,.826,87,3,8,0,1,1,11.790,24.454,48.214,2.620,0.187
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2013,21,0.0,Staten Island,NYPL,A-,NYY,51,218,184,19,49,14,1,6,27,0,0,26,54,.266,.376,.451,.827,83,3,7,0,1,1,11.927,24.771,48.148,2.752,0.185
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2013,21,1.4,Yankees 2,GULF,Rk,NYY,3,8,7,2,2,2,0,0,0,0,0,1,2,.286,.375,.571,.946,4,0,0,0,0,0,12.500,25.000,50.000,0.000,0.285
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2013,21,1.4,Yankees 1,GULF,Rk,NYY,1,3,2,1,0,0,0,0,0,0,0,0,0,.000,.333,.000,.333,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2014,22,,,,A+-Rk,NYY,92,385,332,46,85,14,0,18,58,0,0,41,94,.256,.351,.461,.811,153,8,9,0,3,2,10.649,24.416,43.617,4.675,0.205
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2014,22,-0.7,Tampa,FLOR,A+,NYY,85,359,309,43,80,14,0,16,54,0,0,38,93,.259,.354,.460,.813,142,7,9,0,3,2,10.585,25.905,40.860,4.457,0.201
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2014,22,2.3,Yankees 1,GULF,Rk,NYY,7,26,23,3,5,0,0,2,4,0,0,3,1,.217,.308,.478,.786,11,1,0,0,0,0,11.538,3.846,300.000,7.692,0.261
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2015,23,-1.5,Trenton,EL,AA,NYY,58,248,222,36,63,16,2,9,35,0,0,18,58,.284,.347,.495,.842,110,1,5,0,3,1,7.258,23.387,31.034,3.629,0.211
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2016,24,0.0,Pensacola,SOUL,AA,CIN,111,420,365,26,75,15,1,7,26,0,0,44,128,.205,.305,.310,.615,113,8,9,1,1,1,10.476,30.476,34.375,1.667,0.105
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2017,25,,,,AA-AAA,CIN,103,367,309,27,63,12,0,5,25,0,1,45,83,.204,.323,.291,.615,90,3,10,2,1,2,12.262,22.616,54.217,1.362,0.087
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2017,25,-1.7,Louisville,IL,AAA,CIN,42,139,118,8,19,4,0,0,6,0,1,15,30,.161,.283,.195,.478,23,1,5,1,0,1,10.791,21.583,50.000,0.000,0.034
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2017,25,0.9,Pensacola,SOUL,AA,CIN,61,228,191,19,44,8,0,5,19,0,0,30,53,.230,.348,.351,.699,67,2,5,1,1,1,13.158,23.246,56.604,2.193,0.121
Eric,Jagielo,jagiel001eri,Left,Miami Marlins,2018,26,2.1,Jacksonville,SOUL,AA,MIA,121,442,399,37,79,20,0,11,64,1,0,33,138,.198,.265,.331,.596,132,6,5,0,5,0,7.466,31.222,23.913,2.489,0.133
Daniel,Wasinger,wasing000dan,Right,Arizona Diamondbacks,2018,22,,,,Rk,ARI,16,56,49,6,8,2,0,0,3,1,0,4,13,.163,.255,.204,.459,10,2,2,1,0,0,7.143,23.214,30.769,0.000,0.041
Daniel,Wasinger,wasing000dan,Right,Arizona Diamondbacks,2018,22,2.6,Diamondbacks,ARIZ,Rk,ARI,8,28,25,1,3,1,0,0,2,1,0,1,6,.120,.185,.160,.345,4,1,1,1,0,0,3.571,21.429,16.667,0.000,0.040
Daniel,Wasinger,wasing000dan,Right,Arizona Diamondbacks,2018,22,1.5,Missoula,PION,Rk,ARI,8,28,24,5,5,1,0,0,1,0,0,3,7,.208,.321,.250,.571,6,1,1,0,0,0,10.714,25.000,42.857,0.000,0.042
Adam,Walton,walton000ada,Right,Arizona Diamondbacks,2016,22,,,,A--Rk,ARI,44,156,133,18,32,6,0,0,11,10,3,13,28,.241,.313,.286,.599,38,3,2,6,2,0,8.333,17.949,46.429,0.000,0.045
Adam,Walton,walton000ada,Right,Arizona Diamondbacks,2016,22,1.0,Hillsboro,NORW,A-,ARI,43,152,129,18,32,6,0,0,10,10,3,13,27,.248,.322,.295,.616,38,3,2,6,2,0,8.553,17.763,48.148,0.000,0.047
Adam,Walton,walton000ada,Right,Arizona Diamondbacks,2016,22,2.2,Diamondbacks,ARIZ,Rk,ARI,1,4,4,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0.000,25.000,0.000,0.000,0.000
Adam,Walton,walton000ada,Right,Arizona Diamondbacks,2017,23,1.7,Kane County,MIDW,A,ARI,72,266,244,26,65,15,1,2,25,6,2,17,60,.266,.321,.361,.681,88,7,3,1,1,0,6.391,22.556,28.333,0.752,0.095
Adam,Walton,walton000ada,Right,Arizona Diamondbacks,2018,24,1.7,Visalia,CALL,A+,ARI,80,289,258,27,69,15,1,5,36,6,5,24,68,.267,.337,.391,.728,101,5,3,3,0,0,8.304,23.529,35.294,1.730,0.124
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2013,17,,,,FRk,CIN-ARI,26,94,84,9,21,5,2,1,12,6,2,5,34,.250,.323,.393,.715,33,1,4,1,0,0,5.319,36.170,14.706,1.064,0.143
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2013,17,-1.4,Reds,DOSL,FRk,CIN,22,79,71,8,18,5,2,0,8,6,2,3,30,.254,.321,.380,.701,27,0,4,1,0,0,3.797,37.975,10.000,0.000,0.126
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2013,17,-1.4,Rojos,DOSL,FRk,ARI,4,15,13,1,3,0,0,1,4,0,0,2,4,.231,.333,.462,.795,6,1,0,0,0,0,13.333,26.667,50.000,6.667,0.231
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2014,18,-0.3,Reds,DOSL,FRk,CIN,60,239,212,28,46,5,4,1,19,12,4,18,49,.217,.297,.292,.590,62,4,7,0,2,0,7.531,20.502,36.735,0.418,0.075
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2015,19,-0.9,Reds,ARIZ,Rk,CIN,34,129,123,13,35,7,2,3,15,7,4,3,38,.285,.313,.447,.760,55,1,2,1,0,0,2.326,29.457,7.895,2.326,0.162
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2016,20,0.2,Reds,ARIZ,Rk,CIN,35,137,123,19,28,10,1,1,14,8,2,10,46,.228,.292,.350,.642,43,2,2,0,2,0,7.299,33.577,21.739,0.730,0.122
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2017,21,,,,Rk,CIN,44,175,163,21,46,11,6,1,21,11,0,6,54,.282,.314,.442,.756,72,2,3,0,3,0,3.429,30.857,11.111,0.571,0.160
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2017,21,1.2,Reds,ARIZ,Rk,CIN,33,136,128,13,36,7,6,0,16,9,0,4,44,.281,.301,.430,.731,55,2,1,0,3,0,2.941,32.353,9.091,0.000,0.149
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2017,21,0.2,Billings,PION,Rk,CIN,11,39,35,8,10,4,0,1,5,2,0,2,10,.286,.359,.486,.845,17,0,2,0,0,0,5.128,25.641,20.000,2.564,0.200
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2018,22,,,,A-Rk,CIN,44,146,138,19,35,4,1,4,15,5,3,5,61,.254,.276,.384,.660,53,0,0,1,2,0,3.425,41.781,8.197,2.740,0.130
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2018,22,0.7,Dayton,MIDW,A,CIN,43,142,134,18,34,4,1,4,15,4,3,5,59,.254,.277,.388,.665,52,0,0,1,2,0,3.521,41.549,8.475,2.817,0.134
Raul,Wallace,wallac000rau,Right,Cincinnati Reds,2018,22,1.5,Billings,PION,Rk,CIN,1,4,4,1,1,0,0,0,0,1,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,0.000,50.000,0.000,0.000,0.000
Adam,Walker,walker002ada,Right,,2012,20,-0.2,Elizabethton,APPY,Rk,MIN,58,252,232,44,58,7,4,14,45,4,0,19,76,.250,.310,.496,.805,115,5,1,0,0,0,7.540,30.159,25.000,5.556,0.246
Adam,Walker,walker002ada,Right,,2013,21,-0.4,Cedar Rapids,MIDW,A,MIN,129,552,508,83,141,31,7,27,109,10,0,31,115,.278,.319,.526,.844,267,16,4,0,9,3,5.616,20.833,26.957,4.891,0.248
Adam,Walker,walker002ada,Right,,2014,22,-0.7,Fort Myers,FLOR,A+,MIN,132,554,505,78,124,19,1,25,94,9,5,44,156,.246,.307,.436,.743,220,15,2,0,3,0,7.942,28.159,28.205,4.513,0.190
Adam,Walker,walker002ada,Right,,2015,23,-1.1,Chattanooga,SOUL,AA,MIN,133,560,502,75,120,31,3,31,106,13,4,51,195,.239,.309,.498,.807,250,8,2,0,5,0,9.107,34.821,26.154,5.536,0.259
Adam,Walker,walker002ada,Right,,2015,23,0.8,Scottsdale,AZFL,Fal,,20,86,75,11,18,2,1,5,18,1,0,8,35,.240,.326,.493,.819,37,0,2,0,1,0,9.302,40.698,22.857,5.814,0.253
Adam,Walker,walker002ada,Right,,2016,24,-2.5,Rochester,IL,AAA,MIN,132,531,478,61,116,22,5,27,75,7,4,44,202,.243,.305,.479,.784,229,9,2,0,7,2,8.286,38.041,21.782,5.085,0.236
Adam,Walker,walker002ada,Right,,2017,25,,,,AAA-AA,BAL,79,317,294,35,56,15,1,15,46,3,1,17,112,.190,.237,.401,.638,118,7,2,0,4,1,5.363,35.331,15.179,4.732,0.211
Adam,Walker,walker002ada,Right,,2017,25,-1.7,Gwinnett,IL,AAA,ATL,10,44,39,3,5,3,0,1,4,2,0,4,16,.128,.205,.282,.487,11,2,0,0,1,0,9.091,36.364,25.000,2.273,0.154
Adam,Walker,walker002ada,Right,,2017,25,-1.7,Norfolk,IL,AAA,BAL,18,67,67,3,6,2,0,1,3,0,0,0,26,.090,.090,.164,.254,11,0,0,0,0,0,0.000,38.806,0.000,1.493,0.074
Adam,Walker,walker002ada,Right,,2017,25,-1.7,Louisville,IL,AAA,CIN,25,102,92,11,19,4,1,3,15,1,0,7,34,.207,.275,.370,.644,34,2,2,0,1,0,6.863,33.333,20.588,2.941,0.163
Adam,Walker,walker002ada,Right,,2017,25,0.9,Mississippi,SOUL,AA,ATL,14,55,49,5,6,1,0,4,12,0,0,4,23,.122,.182,.388,.570,19,1,0,0,2,0,7.273,41.818,17.391,7.273,0.266
Adam,Walker,walker002ada,Right,,2017,25,0.8,Bowie,EL,AA,BAL,12,49,47,13,20,5,0,6,12,0,1,2,13,.426,.449,.915,1.364,43,2,0,0,0,1,4.082,26.531,15.385,12.245,0.489
Adam,Walker,walker002ada,Right,,2018,26,1.8,Harrisburg,EL,AA,WSN,41,145,120,17,24,6,2,4,17,1,0,22,51,.200,.324,.383,.707,46,0,1,0,2,0,15.172,35.172,43.137,2.759,0.183
Adam,Walker,walker002ada,Right,,2018,26,-0.5,Kansas City,AA,Ind,,3,12,11,2,2,1,0,0,0,0,0,1,5,.182,.250,.273,.523,3,,0,0,0,0,8.333,41.667,20.000,0.000,0.091
Jeter,Downs,downs-000jet,Right,Cincinnati Reds,2017,18,-2.8,Billings,PION,Rk,CIN,50,209,172,31,46,3,3,6,29,8,5,27,32,.267,.370,.424,.795,73,2,4,1,5,1,12.919,15.311,84.375,2.871,0.157
Jeter,Downs,downs-000jet,Right,Cincinnati Reds,2018,19,-2.3,Dayton,MIDW,A,CIN,120,524,455,63,117,23,2,13,47,37,10,52,103,.257,.351,.402,.753,183,5,14,2,1,1,9.924,19.656,50.485,2.481,0.145
Marshawn,Taylor,taylor008mar,Left,Arizona Diamondbacks,2018,22,2.6,Diamondbacks,ARIZ,Rk,ARI,31,107,93,11,16,1,1,0,7,5,5,8,16,.172,.271,.204,.475,19,1,5,0,1,0,7.477,14.953,50.000,0.000,0.032
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2016,21,,,,A-Rk,CIN,51,208,185,26,42,9,1,6,22,5,0,15,57,.227,.296,.384,.680,71,3,4,2,2,0,7.212,27.404,26.316,2.885,0.157
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2016,21,-0.6,Dayton,MIDW,A,CIN,42,169,148,21,36,8,1,6,21,5,0,14,49,.243,.323,.432,.756,64,2,4,2,1,0,8.284,28.994,28.571,3.550,0.189
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2016,21,0.4,Billings,PION,Rk,CIN,9,39,37,5,6,1,0,0,1,0,0,1,8,.162,.179,.189,.369,7,1,0,0,1,0,2.564,20.513,12.500,0.000,0.027
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2017,22,-0.8,Daytona,FLOR,A+,CIN,93,362,325,27,60,10,1,3,28,2,1,32,104,.185,.265,.249,.514,81,5,4,0,1,3,8.840,28.729,30.769,0.829,0.064
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2018,23,,,,AA-A+,CIN,86,317,292,27,58,13,0,7,29,2,0,19,79,.199,.259,.315,.575,92,7,5,1,0,0,5.994,24.921,24.051,2.208,0.116
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2018,23,-0.9,Pensacola,SOUL,AA,CIN,78,285,263,22,52,13,0,5,26,2,0,17,72,.198,.257,.304,.561,80,6,4,1,0,0,5.965,25.263,23.611,1.754,0.106
Chris,Okey,okey--001chr,Right,Cincinnati Reds,2018,23,0.6,Daytona,FLOR,A+,CIN,8,32,29,5,6,0,0,2,3,0,0,2,7,.207,.281,.414,.695,12,1,1,0,0,0,6.250,21.875,28.571,6.250,0.207
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2014,16,-8.0,Perth,AUBL,Fgn,,9,10,8,0,2,0,0,0,1,1,0,2,2,.250,.400,.250,.650,2,0,0,0,0,0,20.000,20.000,100.000,0.000,0.000
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2015,17,-2.9,Reds,ARIZ,Rk,CIN,35,129,110,19,32,6,0,1,17,1,1,17,31,.291,.395,.373,.768,41,2,2,0,0,0,13.178,24.031,54.839,0.775,0.082
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2015,17,-6.9,Perth,AUBL,Fgn,,13,46,40,6,7,2,0,0,0,0,0,6,18,.175,.283,.225,.508,9,1,0,0,0,0,13.043,39.130,33.333,0.000,0.050
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2016,18,-1.8,Reds,ARIZ,Rk,CIN,12,40,36,0,6,3,0,0,3,1,0,4,12,.167,.250,.250,.500,9,2,0,0,0,0,10.000,30.000,33.333,0.000,0.083
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2017,19,-1.8,Billings,PION,Rk,CIN,36,106,100,8,20,2,1,2,13,1,0,6,41,.200,.245,.300,.545,30,1,0,0,0,1,5.660,38.679,14.634,1.887,0.100
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2017,19,-5.8,Perth,AUBL,Fgn,,19,60,51,8,10,1,0,1,6,0,0,7,20,.196,.317,.275,.591,14,0,2,0,0,0,11.667,33.333,35.000,1.667,0.079
Jake,Turnbull,turnbu000jak,Left,Cincinnati Reds,2018,20,-0.5,Billings,PION,Rk,CIN,19,70,62,11,15,6,0,1,2,0,1,8,20,.242,.329,.387,.716,24,1,0,0,0,0,11.429,28.571,40.000,1.429,0.145
Jose,Acosta,acosta013jos,Both,Cincinnati Reds,2018,18,0.3,Reds,DOSL,FRk,CIN,39,168,141,20,28,3,3,1,15,12,3,24,29,.199,.321,.284,.605,40,1,2,0,1,0,14.286,17.262,82.759,0.595,0.085
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2016,20,-0.6,Billings,PION,Rk,CIN,29,137,121,24,42,11,2,3,17,7,2,13,25,.347,.423,.545,.969,66,0,3,0,0,0,9.489,18.248,52.000,2.190,0.198
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2017,21,,,,A-A+,CIN,114,491,429,62,117,26,8,7,38,16,9,39,85,.273,.352,.420,.771,180,2,15,5,3,0,7.943,17.312,45.882,1.426,0.147
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2017,21,-1.8,Daytona,FLOR,A+,CIN,48,199,179,15,46,6,2,2,13,2,1,10,39,.257,.313,.346,.659,62,2,5,4,1,0,5.025,19.598,25.641,1.005,0.089
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2017,21,-0.3,Dayton,MIDW,A,CIN,66,292,250,47,71,20,6,5,25,14,8,29,46,.284,.378,.472,.850,118,0,10,1,2,0,9.932,15.753,63.043,1.712,0.188
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2018,22,,,,AA-A+,CIN,131,570,489,87,139,20,7,5,51,30,9,66,100,.284,.381,.384,.766,188,0,12,1,2,2,11.579,17.544,66.000,0.877,0.100
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2018,22,-1.9,Pensacola,SOUL,AA,CIN,67,296,261,47,72,10,3,2,16,19,5,28,56,.276,.359,.360,.719,94,0,6,1,0,2,9.459,18.919,50.000,0.676,0.084
TJ,Friedl,friedl000tj-,Left,Cincinnati Reds,2018,22,-0.4,Daytona,FLOR,A+,CIN,64,274,228,40,67,10,4,3,35,11,4,38,44,.294,.405,.412,.817,94,0,6,0,2,0,13.869,16.058,86.364,1.095,0.118
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2015,16,-2.3,Reds,DOSL,FRk,CIN,34,120,104,17,20,3,1,0,6,3,3,15,42,.192,.300,.240,.540,25,2,1,0,0,0,12.500,35.000,35.714,0.000,0.048
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2016,17,-1.2,Rojos,DOSL,FRk,CIN,51,209,180,19,43,6,0,3,28,4,1,24,62,.239,.341,.322,.664,58,4,4,1,0,1,11.483,29.665,38.710,1.435,0.083
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2017,18,-1.8,Reds,ARIZ,Rk,CIN,24,96,85,6,14,2,2,0,13,0,0,8,44,.165,.240,.235,.475,20,0,1,0,2,0,8.333,45.833,18.182,0.000,0.070
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2018,19,,,,Rk,CIN,43,162,145,20,35,8,3,4,20,3,1,16,57,.241,.321,.421,.742,61,3,1,0,0,0,9.877,35.185,28.070,2.469,0.180
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2018,19,-0.4,Reds,ARIZ,Rk,CIN,25,99,88,12,20,6,2,0,9,2,1,11,36,.227,.313,.341,.654,30,0,0,0,0,0,11.111,36.364,30.556,0.000,0.114
Edwin,Yon,yon---000edw,Right,Cincinnati Reds,2018,19,-1.3,Greeneville,APPY,Rk,CIN,18,63,57,8,15,2,1,4,11,1,0,5,21,.263,.333,.544,.877,31,3,1,0,0,0,7.937,33.333,23.810,6.349,0.281
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2013,17,-1.4,Diamondbacks,DOSL,FRk,ARI,35,137,110,11,21,10,0,2,15,2,5,23,36,.191,.336,.336,.672,37,1,2,0,2,1,16.788,26.277,63.889,1.460,0.145
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2015,19,-0.9,Diamondbacks,ARIZ,Rk,ARI,28,103,98,15,19,4,2,1,8,0,2,3,38,.194,.223,.306,.529,30,3,1,0,1,0,2.913,36.893,7.895,0.971,0.112
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2016,20,-0.6,Missoula,PION,Rk,ARI,52,220,201,32,64,15,1,13,43,3,1,13,75,.318,.373,.597,.970,120,3,5,0,1,0,5.909,34.091,17.333,5.909,0.279
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2017,21,,,,A--A,ARI,70,318,297,35,82,11,1,5,41,0,2,17,70,.276,.314,.370,.685,110,8,1,0,3,0,5.346,22.013,24.286,1.572,0.094
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2017,21,-0.3,Kane County,MIDW,A,ARI,30,125,119,8,26,2,0,1,11,0,2,4,25,.218,.248,.261,.509,31,6,1,0,1,0,3.200,20.000,16.000,0.800,0.043
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2017,21,0.2,Hillsboro,NORW,A-,ARI,40,193,178,27,56,9,1,4,30,0,0,13,45,.315,.358,.444,.801,79,2,0,0,2,0,6.736,23.316,28.889,2.073,0.129
Eudy,Ramos,ramos-002eud,Right,Arizona Diamondbacks,2018,22,0.7,Kane County,MIDW,A,ARI,99,406,378,34,89,17,3,11,57,1,0,23,121,.235,.283,.384,.667,145,10,3,0,2,0,5.665,29.803,19.008,2.709,0.149
Blaze,Alexander,alexan001bla,Right,Arizona Diamondbacks,2018,19,,,,Rk,ARI,55,247,210,52,69,19,5,5,42,10,3,31,52,.329,.417,.538,.955,113,3,3,0,3,1,12.551,21.053,59.615,2.024,0.209
Blaze,Alexander,alexan001bla,Right,Arizona Diamondbacks,2018,19,-0.4,Diamondbacks,ARIZ,Rk,ARI,27,118,94,25,34,10,2,2,25,7,3,19,21,.362,.475,.574,1.049,54,2,3,0,2,0,16.102,17.797,90.476,1.695,0.212
Blaze,Alexander,alexan001bla,Right,Arizona Diamondbacks,2018,19,-1.5,Missoula,PION,Rk,ARI,28,129,116,27,35,9,3,3,17,3,0,12,31,.302,.364,.509,.873,59,1,0,0,1,1,9.302,24.031,38.710,2.326,0.207
